Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
4063,60,10382,TwnhsE,5,5,2,0,6,1941,1105,2,GasA,Y,858,0,2006,130448.810925977
4064,75,7742,1Fam,5,5,2,1,7,2009,1088,2,GasA,Y,1440,0,2009,212677.174714598
4065,83,10463,1Fam,8,6,1,0,6,1940,1007,2,GasA,N,1392,0,2008,223811.593086825
4066,80,17120,1Fam,4,5,1,0,6,2003,960,3,GasA,Y,2418,0,2006,213199.555075364
4067,98,7800,TwnhsE,6,7,1,0,6,1977,0,3,GasA,Y,1430,0,2008,93751.7716124497
4068,59,12342,1Fam,6,7,1,1,6,1976,859,2,GasA,Y,1644,0,2009,170177.477273771
4069,24,11767,1Fam,5,5,2,1,5,1885,561,3,GasA,N,780,0,2007,108873.742765378
4070,60,9591,1Fam,8,5,2,0,7,1977,918,3,GasA,Y,2417,0,2006,277347.807714689
4071,65,25095,1Fam,5,5,2,0,5,1966,1225,2,GasA,Y,1535,0,2007,202630.123517533
4072,70,11751,1Fam,6,6,2,0,4,2009,1766,3,GasA,Y,1344,0,2008,231075.379847653
4073,,9416,1Fam,8,5,1,0,8,2000,728,3,GasA,Y,1660,0,2008,197779.466891513
4074,,13265,1Fam,5,5,2,1,6,1976,824,3,GasA,Y,1328,0,2007,173646.410114097
4075,24,8546,1Fam,7,5,2,0,7,1988,1029,4,GasA,Y,1812,0,2006,207316.190621714
4076,70,7015,1Fam,8,6,3,0,7,1961,735,4,GasA,Y,616,0,2007,160506.511843054
4077,91,11600,1Fam,5,5,2,0,6,1936,1064,3,GasA,Y,1714,0,2010,141708.936198005
4078,,8877,Duplex,7,6,2,0,6,2008,828,3,GasA,Y,2054,0,2008,215000.235115733
4079,,10800,1Fam,8,5,1,1,5,1945,975,1,GasA,Y,958,0,2008,161549.257537729
4080,65,10927,2fmCon,8,2,1,1,5,1928,784,1,GasA,Y,1316,0,2006,146053.068741516
4081,,8480,1Fam,5,5,2,1,6,1922,876,3,GasA,Y,1268,0,2007,123153.120639166
4082,24,9000,TwnhsE,5,6,1,0,7,1995,1053,3,GasA,Y,1294,0,2010,163558.144870365
4083,36,12677,1Fam,4,8,1,1,8,1976,1080,2,GasA,Y,1430,0,2008,147565.690956873
4084,55,11096,1Fam,7,5,2,1,7,1949,1462,2,GasA,Y,864,0,2006,169750.326828569
4085,70,11075,1Fam,6,5,3,1,5,2004,1237,2,GasA,Y,1469,0,2007,176918.402093424
4086,84,7200,Twnhs,7,8,1,1,9,1998,1063,4,GasA,Y,864,0,2009,150424.994199463
4087,66,11838,TwnhsE,5,5,2,0,5,1964,1116,3,GasA,Y,936,0,2009,99840.0596870777
4088,85,7875,1Fam,6,6,1,0,5,1998,630,3,GasA,N,1097,0,2008,130472.592766293
4089,78,9000,1Fam,6,7,1,0,7,2007,1262,3,GasA,Y,987,0,2006,182934.126006719
4090,65,12552,TwnhsE,6,5,1,1,6,1964,954,3,GasA,Y,2134,0,2007,172327.617412012
4091,64,14977,1Fam,6,9,1,0,6,2003,716,2,GasA,Y,1767,0,2009,181541.874421298
4092,134,9187,1Fam,4,7,1,0,6,1952,783,3,GasA,Y,943,0,2010,122451.208550732
4093,89,9819,1Fam,5,5,1,0,4,1926,1026,3,GasA,Y,2019,0,2008,144737.036009616
4094,,14375,1Fam,7,5,1,1,6,1925,1430,4,GasA,Y,1644,0,2006,195370.971700854
4095,69,7200,1Fam,6,5,2,1,5,1930,1050,3,GasA,N,1065,0,2006,113171.301825621
4096,137,11767,Twnhs,5,5,2,1,9,1976,1188,3,GasA,Y,2132,0,2007,197633.089164625
4097,57,15865,1Fam,5,7,1,1,5,1988,1500,2,GasA,Y,1389,0,2009,186309.393271509
4098,75,4403,1Fam,5,5,1,0,5,2003,1058,2,GasA,Y,767,0,2009,131250.510761106
4099,65,12224,1Fam,7,5,2,2,8,1958,1163,2,GasA,Y,1716,0,2010,170127.445021884
4100,,164660,TwnhsE,7,6,1,0,5,1900,1164,4,GasA,Y,1430,0,2006,201138.840179901
4101,60,9303,1Fam,7,5,1,0,7,2006,853,2,GasA,Y,3194,0,2010,197824.452469459
4102,313,9786,1Fam,9,5,1,0,8,1973,1482,3,GasA,Y,2270,0,2008,282904.441683301
4103,60,9200,1Fam,7,5,2,1,6,1958,952,2,GasA,Y,1660,0,2006,136116.004304307
4104,79,8846,1Fam,7,7,2,0,7,1928,1728,3,GasA,Y,1710,0,2006,180425.206960922
4105,69,11988,1Fam,4,5,2,0,8,1965,980,3,GasA,Y,923,0,2007,114764.882655706
4106,97,2651,1Fam,7,5,1,0,7,2005,1003,3,GasA,Y,1839,0,2009,192888.195775879
4107,65,11409,1Fam,5,7,1,0,6,1926,1190,3,GasA,Y,2224,0,2006,189473.543947245
4108,40,8712,1Fam,10,5,1,0,6,1925,832,3,GasA,Y,1691,0,2007,227505.719869989
4109,70,13517,1Fam,8,5,2,1,5,1979,2444,3,GasA,Y,860,0,2007,296233.595745187
4110,30,6270,1Fam,5,5,1,0,6,2006,1372,3,GasA,Y,1306,0,2009,168782.937901315
4111,,4224,1Fam,6,5,1,1,6,2006,866,3,GasA,N,900,0,2006,136924.591015793
4112,50,5395,Duplex,3,5,2,0,7,1997,969,2,GasA,Y,864,0,2010,164957.692114671
4113,,9000,1Fam,7,5,1,0,11,2001,859,3,GasA,N,1086,0,2010,165309.18906363
4114,,3982,1Fam,8,5,2,0,5,1986,780,2,GasA,Y,672,0,2009,157400.883458254
4115,44,21695,1Fam,5,5,2,1,6,1983,1370,3,GasA,Y,1306,0,2006,152688.91976491
4116,,7750,1Fam,6,5,1,0,6,1953,952,2,GasA,Y,1150,0,2010,149064.811068763
4117,105,9375,1Fam,6,6,1,1,4,2003,864,3,GasA,Y,1077,0,2007,170075.747096603
4118,87,3182,Duplex,4,5,2,0,6,1978,1218,3,GasA,Y,1430,0,2007,129235.415605406
4119,60,12327,1Fam,10,7,1,1,8,2003,1488,3,GasA,Y,1744,0,2008,294673.427706312
4120,85,9750,1Fam,7,5,2,0,4,1978,848,3,GasA,Y,2192,0,2007,249357.816948709
4121,68,8405,1Fam,6,5,2,0,7,1998,991,3,GasA,Y,2097,0,2007,229168.718184398
4122,72,13500,1Fam,7,6,1,1,9,2005,1566,3,GasA,Y,1048,0,2006,213472.594921155
4123,72,22950,1Fam,6,7,1,1,4,1958,2006,3,GasA,Y,2126,0,2008,201904.072980193
4124,,8520,1Fam,10,5,1,0,4,2006,848,3,GasA,Y,1344,0,2009,219798.184703669
4125,60,7150,1Fam,9,5,2,0,8,1968,611,3,GasA,Y,752,0,2009,127216.073417408
4126,75,9120,TwnhsE,6,7,2,1,7,2005,864,2,GasA,Y,1378,0,2006,178792.900746627
4127,70,1890,1Fam,6,5,2,1,8,2004,1051,3,GasA,Y,1225,0,2009,175884.889231366
4128,68,5000,1Fam,7,5,1,1,6,1953,650,3,GasA,Y,1665,0,2009,169778.988293272
4129,55,12984,1Fam,6,6,2,0,5,1931,540,3,GasA,Y,1577,0,2008,156726.129517114
4130,112,7420,1Fam,5,7,2,1,8,2007,1117,3,GasA,Y,1244,0,2009,174520.264594845
4131,64,14230,1Fam,5,6,1,0,7,2003,793,3,GasA,Y,970,0,2008,157879.190897408
4132,24,6324,1Fam,8,5,2,0,6,1949,1768,4,GasA,Y,1392,0,2008,232531.189658361
4133,65,9480,1Fam,6,6,1,0,6,1958,1248,3,GasA,N,864,0,2008,138403.697082476
4134,66,10421,1Fam,6,5,2,0,9,1972,1602,3,GasA,Y,2183,0,2010,214099.703914901
4135,76,8544,1Fam,5,6,2,0,6,2004,1056,3,GasA,Y,1412,0,2006,156600.312243943
4136,105,6960,1Fam,7,5,2,0,6,1942,958,2,GasA,Y,1750,0,2008,181208.324583468
4137,45,8521,Twnhs,5,5,1,1,5,1927,860,3,GasA,Y,2127,0,2007,167955.375637253
4138,75,7800,1Fam,10,5,2,1,7,2005,1614,3,GasA,Y,1344,0,2010,260135.607935995
4139,75,9600,1Fam,5,3,2,0,7,2009,1200,2,GasA,Y,1056,0,2009,160492.240336077
4140,71,9600,1Fam,8,5,2,1,9,1940,1080,2,GasA,Y,1605,0,2008,206741.408201265
4141,71,5232,1Fam,5,6,2,0,4,1959,816,3,GasA,Y,1324,0,2009,132328.018288565
4142,82,9452,1Fam,5,6,2,0,6,2006,972,4,GasA,Y,813,0,2010,168672.793202942
4143,,12435,1Fam,5,5,1,1,6,2008,0,2,GasA,Y,2630,0,2006,175181.359341326
4144,,12099,1Fam,6,7,1,0,7,2004,778,2,GasA,Y,964,0,2009,153240.568678365
4145,,5271,1Fam,5,6,2,0,7,1900,625,2,GasA,Y,1768,0,2010,126200.049472694
4146,36,6000,1Fam,4,5,2,0,9,1969,650,6,GasA,Y,2374,0,2009,169026.945735584
4147,73,9291,1Fam,10,5,2,0,4,1998,1248,2,GasA,Y,1456,0,2008,240234.566270556
4148,,6000,1Fam,8,6,2,0,9,2005,756,2,GasA,Y,1250,0,2006,186457.690606125
4149,50,25095,1Fam,8,6,1,0,4,1934,1026,4,GasA,Y,3395,0,2007,324134.453409767
4150,70,3500,1Fam,6,6,1,1,6,2007,372,3,GasA,Y,964,0,2008,131860.952985624
4151,60,7750,Twnhs,6,7,1,1,6,1985,1241,4,GasA,Y,1576,0,2008,163977.841933225
4152,80,6324,TwnhsE,5,5,2,1,9,2007,1114,4,GasA,Y,1069,0,2009,157997.000521355
4153,76,13518,1Fam,7,5,2,0,6,1999,1116,6,GasA,Y,972,0,2010,193176.098556476
4154,80,16492,1Fam,6,5,3,0,8,1997,855,3,GasA,Y,1958,0,2009,207484.107778539
4155,,10832,TwnhsE,6,5,2,0,11,2009,2223,4,GasA,Y,1616,0,2006,194294.394883883
4156,120,20431,TwnhsE,6,7,3,0,6,1958,795,4,GasA,Y,2198,0,2009,156324.400029813
4157,72,11414,2fmCon,7,5,2,1,9,1982,793,2,GasA,Y,1148,0,2008,132257.472726328
4158,56,13265,1Fam,6,6,1,0,5,1996,780,2,GasA,Y,1712,0,2006,179537.173551909
4159,111,11029,1Fam,8,6,2,1,6,1880,440,4,GasA,Y,784,0,2008,131786.754635245
4160,78,10440,1Fam,6,5,2,1,4,1970,616,3,GasA,Y,1301,0,2009,135918.54701817
4161,144,11096,2fmCon,9,5,1,1,6,2003,1164,3,GasA,Y,952,0,2009,214362.471738444
4162,70,5100,1Fam,6,8,1,0,8,1973,700,2,GasA,Y,1826,0,2009,183424.399655177
4163,67,12822,1Fam,4,5,2,1,7,1953,1822,3,GasA,Y,2668,0,2010,188132.108999414
4164,,10007,1Fam,6,5,2,0,9,1999,1568,2,GasA,Y,1236,0,2006,221287.099653757
4165,50,7018,1Fam,6,7,1,0,6,1965,105,2,GasA,Y,1700,0,2008,101729.876980364
4166,59,13101,1Fam,7,5,2,0,8,1956,1350,3,GasA,Y,2473,0,2009,238783.459643626
4167,80,5500,1Fam,5,5,1,0,4,1995,0,3,GasA,Y,1496,0,2008,123433.724005128
4168,78,7200,1Fam,5,5,2,0,6,1962,1078,6,GasA,Y,1986,0,2007,183130.517134453
4169,50,8163,1Fam,5,5,1,0,10,2003,1930,4,GasA,Y,1691,0,2007,186449.564721133
4170,87,8125,1Fam,4,6,2,0,6,1983,1299,3,GasA,Y,955,0,2009,131933.618280056
4171,61,8640,1Fam,7,5,3,0,5,1959,755,3,GasA,Y,2324,0,2008,177518.321700628
4172,94,11029,Twnhs,5,5,0,1,5,2003,793,3,GasA,Y,1040,0,2009,106120.277618097
4173,74,14559,1Fam,7,5,1,0,4,2006,596,0,GasA,Y,1328,0,2010,207774.542530387
4174,50,5063,1Fam,4,5,2,0,6,2003,1572,3,GasA,Y,1915,0,2007,171046.237095218
4175,112,13360,1Fam,6,6,2,1,8,1962,804,3,GasA,Y,694,0,2009,135625.68747952
4176,75,8532,1Fam,5,7,2,0,7,2002,728,4,GasA,Y,1501,0,2007,172788.947162291
4177,84,8414,1Fam,7,7,1,1,9,1921,624,3,GasA,Y,1350,0,2009,152067.528183268
4178,70,8414,1Fam,4,7,1,0,7,1941,1032,2,GasA,Y,1856,0,2006,136257.192972795
4179,72,9056,1Fam,4,5,2,0,6,1999,1453,3,GasA,Y,1484,0,2007,182169.102875756
4180,,14115,1Fam,5,7,2,0,6,1940,1188,4,GasA,Y,1646,0,2006,197101.614776688
4181,76,11120,1Fam,7,7,1,0,4,1980,744,3,GasA,Y,1728,0,2009,192475.668013253
4182,52,7685,1Fam,5,5,2,1,6,1980,858,3,GasA,Y,952,0,2008,142977.357894421
4183,97,7800,1Fam,5,5,2,0,6,2004,756,2,GasA,Y,2452,0,2006,168977.738611176
4184,95,7875,1Fam,8,9,2,0,6,1951,1896,3,GasA,Y,894,0,2007,234789.400222267
4185,85,9250,1Fam,6,5,1,1,12,1999,953,2,GasA,Y,1616,0,2007,184389.271673521
4186,52,11070,1Fam,6,4,1,0,8,2005,1595,3,GasA,Y,1670,0,2006,173648.429652204
4187,44,5925,1Fam,5,5,1,0,6,2007,1248,2,GasA,Y,1976,0,2006,165966.720911621
4188,78,8849,Duplex,5,5,2,0,7,2003,1208,4,GasA,Y,694,0,2009,152408.840515666
4189,91,11616,1Fam,7,5,1,1,8,1998,0,3,GasA,Y,1665,0,2009,157887.921800883
4190,80,8480,1Fam,6,5,2,1,6,1958,1461,3,GasA,Y,2704,0,2009,192807.416774966
4191,149,7050,1Fam,4,8,1,1,8,1953,729,3,GasA,Y,970,0,2010,139841.890259261
4192,65,6300,Duplex,9,8,1,0,7,1998,1237,4,GasA,Y,3194,0,2010,336338.13357595
4193,50,4224,1Fam,4,6,1,0,7,1935,1518,8,GasA,Y,1535,0,2007,177511.612958933
4194,68,9531,1Fam,7,5,2,1,5,1988,0,3,GasA,Y,1431,0,2010,135215.40463014
4195,88,6000,1Fam,7,5,2,1,6,1916,3206,3,GasA,Y,1112,0,2006,159989.572817522
4196,64,12735,Twnhs,5,6,2,0,7,2004,686,2,GasA,Y,2046,0,2006,190722.0976729
4197,,10395,1Fam,5,5,2,1,6,1940,0,2,GasA,Y,1026,0,2007,141319.23705112
4198,,9803,TwnhsE,7,5,2,0,7,1945,1462,3,GasA,Y,1717,0,2007,174464.480236417
4199,,9018,1Fam,5,5,2,1,6,1982,1462,3,GasA,Y,694,0,2006,153258.647700554
4200,60,12702,1Fam,8,8,2,1,9,1950,1040,3,GasA,Y,1664,0,2006,213276.40803494
4201,100,14977,1Fam,5,6,1,1,6,1935,1337,2,GasA,Y,960,0,2006,176028.618873656
4202,60,12378,1Fam,6,5,1,1,5,1975,822,3,GasA,Y,999,0,2010,154133.835715929
4203,35,10800,1Fam,6,5,2,1,4,1998,1162,2,GasA,Y,2229,0,2007,190380.815320926
4204,63,7050,1Fam,7,8,2,1,7,1900,1113,2,GasA,Y,1442,0,2010,166126.867448226
4205,75,9100,1Fam,6,6,2,0,7,1959,1442,2,GasA,Y,1208,0,2010,193699.593199229
4206,58,2522,1Fam,10,8,2,1,4,1958,3200,3,GasA,Y,1468,0,2006,238528.830889071
4207,60,5232,TwnhsE,7,5,2,0,6,1975,625,3,GasA,Y,1929,0,2009,157631.702752781
4208,72,7018,1Fam,6,9,2,1,7,1974,1922,2,GasA,Y,955,0,2008,172020.42244963
4209,97,7711,1Fam,9,5,1,0,7,2009,483,3,GasA,Y,720,0,2006,170657.998054605
4210,,5395,1Fam,6,6,2,1,5,1976,912,3,GasA,Y,1192,0,2006,179026.67628188
4211,73,6402,1Fam,6,5,2,1,6,1970,880,3,GasA,Y,1801,0,2009,154812.352072999
4212,80,9453,1Fam,7,5,2,0,6,1961,1235,3,GasA,Y,864,0,2009,139320.453455746
4213,60,9020,1Fam,5,5,2,1,7,1961,825,2,GasA,Y,832,0,2009,109502.218904381
4214,115,12354,TwnhsE,5,6,2,1,5,1958,872,3,GasA,Y,1097,0,2009,93804.3172432709
4215,71,7175,1Fam,7,5,2,1,8,1967,776,3,GasA,Y,1442,0,2008,173300.71799815
4216,60,1680,1Fam,7,5,2,1,3,1924,1208,2,GasA,Y,1072,0,2007,129887.841748742
4217,80,8172,1Fam,7,5,1,1,6,2001,998,3,GasA,Y,2234,0,2007,206909.560581459
4218,67,17503,1Fam,5,7,2,0,8,1995,2330,3,GasA,Y,1496,0,2009,257279.235111791
4219,85,15865,1Fam,5,5,2,0,11,2001,845,4,GasA,Y,1003,0,2009,139606.423795094
4220,70,11841,1Fam,6,5,1,0,5,2007,1477,2,GasA,Y,1511,0,2010,233642.202324038
4221,54,11143,1Fam,8,5,1,1,6,1998,1349,3,GasA,Y,1962,0,2009,232304.102360708
4222,78,12665,1Fam,7,5,2,0,4,1994,804,2,GasA,Y,1700,0,2007,178306.303195361
4223,,17671,TwnhsE,7,7,1,0,9,2003,1922,1,GasA,N,1328,0,2007,214187.682547527
4224,90,7200,1Fam,6,8,1,0,6,1960,1792,3,GasA,Y,1509,0,2006,172700.968104068
4225,50,8544,1Fam,5,7,2,0,5,1964,880,2,GasA,Y,1742,0,2009,144300.955911168
4226,100,9101,2fmCon,7,6,1,0,6,1953,876,3,GasA,Y,864,0,2006,110342.947238421
4227,80,6600,1Fam,8,4,1,0,8,1954,1650,2,GasA,Y,1709,0,2006,254459.021034222
4228,36,10728,1Fam,8,6,2,0,4,1968,1028,3,GasA,N,1520,0,2009,212626.08001442
4229,93,7388,1Fam,9,4,1,0,8,1930,853,2,GasA,Y,1431,0,2010,167871.081697701
4230,85,12798,TwnhsE,8,5,1,0,6,1994,969,3,GasA,Y,803,0,2007,172586.165257981
4231,77,5063,TwnhsE,7,5,2,0,5,1968,950,2,GasA,Y,1510,0,2009,165692.129252305
4232,50,10800,1Fam,6,6,2,0,10,2000,1392,3,GasA,Y,1575,0,2007,200559.24105584
4233,21,1680,1Fam,6,5,2,0,7,1956,673,3,GasA,N,1520,0,2008,95054.408991934
4234,37,3182,1Fam,6,4,1,1,10,1925,960,4,GasA,Y,1291,0,2010,126645.02862848
4235,134,21535,1Fam,6,8,3,0,8,2008,1484,3,GasA,Y,861,0,2008,208020.975677775
4236,,8973,1Fam,5,7,2,0,6,1941,970,3,GasA,Y,1652,0,2010,159184.182415935
4237,55,8400,1Fam,4,5,1,0,8,1970,1188,3,GasA,Y,1603,0,2009,177670.994999888
4238,69,6120,Twnhs,7,6,1,1,9,1906,855,3,GasA,Y,1635,0,2008,191420.999409961
4239,,14331,Twnhs,6,5,1,0,7,2002,530,3,GasA,Y,1217,0,2010,132015.853969246
4240,35,17140,1Fam,6,6,2,0,10,1981,1052,3,GasA,Y,1552,0,2010,180225.422152873
4241,85,8366,1Fam,7,5,1,0,4,1940,630,4,GasA,Y,1442,0,2008,162667.571299321
4242,115,11029,1Fam,6,5,2,1,8,1965,1580,3,GasA,Y,900,0,2007,160251.352229857
4243,85,8963,1Fam,4,5,1,0,5,2001,712,4,GasA,Y,2630,0,2009,159908.237643708
4244,,6993,1Fam,6,6,2,0,6,2007,684,3,GasA,Y,1993,0,2006,173005.302453602
4245,70,8767,1Fam,4,5,1,0,7,2006,1040,3,GasA,N,1060,0,2006,155886.862717724
4246,65,10171,1Fam,6,5,2,0,7,1948,845,3,GasA,N,1978,0,2007,187017.573278931
4247,,7128,1Fam,8,6,1,0,6,1988,480,3,GasA,Y,1564,0,2010,201753.756031207
4248,,17600,1Fam,7,6,1,0,6,1947,793,3,GasA,Y,2519,0,2006,187127.316789635
4249,51,8012,1Fam,5,5,2,0,6,1955,848,3,GasA,Y,1111,0,2008,102575.011708747
4250,,11216,TwnhsE,4,5,2,0,6,1940,1024,2,GasA,Y,1477,0,2009,147149.753379884
4251,40,5000,1Fam,5,5,2,0,7,2003,1370,2,GasA,Y,1629,0,2009,193565.961381828
4252,72,12108,Twnhs,7,7,2,0,5,2007,0,3,GasA,Y,1199,0,2009,172060.277722214
4253,51,10197,1Fam,7,5,2,0,8,1906,1720,3,GasA,Y,1144,0,2009,184326.706440801
4254,66,12800,TwnhsE,6,4,1,0,6,2003,1164,5,GasA,Y,1928,0,2007,198648.200734219
4255,,5820,1Fam,8,8,2,1,6,1957,864,3,GasA,Y,1905,0,2006,196588.630292267
4256,64,7200,1Fam,10,5,1,0,6,1970,0,3,GasA,Y,1316,0,2007,195148.268798898
4257,,5000,1Fam,4,7,1,0,7,1949,1276,3,GasA,Y,1414,0,2006,131669.148411878
4258,85,32668,Twnhs,6,8,3,0,7,1966,756,2,GasA,Y,1698,0,2006,187098.126159327
4259,,10206,1Fam,6,5,2,1,6,1999,768,3,GasA,Y,1664,0,2008,240980.3471535
4260,85,8339,1Fam,7,7,2,1,6,2007,2006,3,GasA,Y,1339,0,2006,227346.505809983
4261,90,11287,1Fam,4,6,2,0,8,2007,264,1,GasA,Y,914,0,2009,130112.214748704
4262,,13907,1Fam,6,5,1,0,6,1965,0,2,GasA,Y,1382,0,2008,125535.304181278
4263,107,14230,1Fam,6,5,1,1,8,2009,1494,8,GasA,Y,1120,0,2007,232858.654303064
4264,,7711,1Fam,10,7,2,1,6,1984,190,3,GasA,Y,1928,0,2006,211450.490373263
4265,73,6979,1Fam,6,8,2,0,6,1950,2046,3,GasA,N,1304,0,2006,170205.951281015
4266,,15138,1Fam,9,7,1,1,6,1923,1138,3,GasA,Y,860,0,2006,191451.39104571
4267,55,13518,1Fam,5,6,2,1,7,1966,1109,2,GasA,Y,1774,0,2007,162264.725702482
4268,79,11317,1Fam,4,5,2,0,9,1995,1436,2,GasA,Y,1888,0,2009,226380.995362734
4269,60,9937,1Fam,7,5,2,0,6,1900,1629,3,GasA,Y,1664,0,2009,219951.376207157
4270,80,9042,1Fam,8,7,1,0,5,1920,2121,3,GasA,Y,1337,0,2006,221476.986699167
4271,,20896,1Fam,4,5,1,0,11,1916,965,3,GasA,Y,784,0,2009,84784.2086515002
4272,82,6060,1Fam,6,6,2,0,5,1958,975,4,GasA,Y,1489,0,2009,136734.554067986
4273,84,11952,1Fam,5,6,1,0,7,1969,588,3,GasA,Y,1304,0,2007,138244.793858817
4274,75,10125,1Fam,6,5,1,1,5,1948,1684,2,GasA,Y,2574,0,2008,181569.536527653
4275,,25095,1Fam,4,6,2,0,10,1900,1626,2,GasA,Y,902,0,2008,177260.450564236
4276,66,9450,1Fam,7,5,1,1,6,1937,864,2,GasA,Y,1694,0,2007,164717.08124289
4277,60,8741,1Fam,9,7,2,0,10,1977,1453,4,GasA,Y,1481,0,2007,241428.545123963
4278,74,4438,Twnhs,10,5,2,1,5,1918,1494,3,GasA,Y,1768,0,2007,223798.258514294
4279,63,12090,1Fam,7,7,1,0,7,1957,1390,4,GasA,Y,1375,0,2006,186912.853310524
4280,78,8470,1Fam,5,3,2,1,7,2002,1200,3,GasA,N,987,0,2008,158911.019993851
4281,55,15593,TwnhsE,6,5,2,1,8,2009,848,2,GasA,Y,1375,0,2009,188636.636817482
4282,79,7700,1Fam,7,8,2,1,5,1977,2078,3,GasA,Y,630,0,2006,217685.508075229
4283,73,3182,1Fam,8,6,1,0,7,1932,588,4,GasA,Y,899,0,2006,164658.354302813
4284,,8120,1Fam,5,5,2,1,7,1960,796,2,GasA,Y,1056,0,2007,149613.927126509
4285,86,13682,1Fam,6,5,2,0,7,2006,0,3,GasA,Y,845,0,2009,143756.34862546
4286,85,8172,1Fam,6,5,1,1,7,1960,0,3,GasA,Y,1324,0,2007,127841.570280324
4287,75,9000,1Fam,6,5,2,0,6,1976,938,4,GasA,Y,904,0,2009,89179.2183421597
4288,80,3230,1Fam,6,5,1,1,8,1976,1337,2,GasA,Y,1268,0,2009,143947.589699624
4289,80,9200,1Fam,6,7,2,0,7,1998,1604,4,GasA,Y,1786,0,2006,192274.318006701
4290,94,9938,1Fam,6,5,2,0,9,1940,608,3,GasA,Y,1464,0,2009,123198.221644144
4291,50,7060,1Fam,5,5,1,1,7,1950,728,2,GasA,Y,1217,0,2009,106023.385347261
4292,,12822,1Fam,5,7,2,0,7,2004,1144,3,GasA,Y,2822,0,2006,234976.150783353
4293,66,24090,1Fam,5,5,2,1,5,1985,824,3,GasA,Y,334,0,2007,145657.784895124
4294,82,8200,2fmCon,6,5,2,0,6,2009,1392,3,GasA,Y,2643,0,2009,226495.528381747
4295,65,8816,1Fam,6,5,2,0,6,1959,1752,3,GasA,Y,1144,0,2006,161911.567205831
4296,,5000,1Fam,5,5,2,0,5,1971,1237,4,GasA,Y,1425,0,2006,114117.881964169
4297,88,19378,1Fam,8,5,1,0,5,1925,728,2,GasA,Y,1855,0,2007,194146.470541381
4298,88,10800,1Fam,7,5,1,0,5,1920,1062,3,GasA,N,1057,0,2009,138502.707642237
4299,,39104,1Fam,6,5,1,0,5,1971,520,3,GasA,Y,1855,0,2007,229434.37531393
4300,,2665,1Fam,9,5,1,0,5,1920,1063,3,GasA,Y,1378,0,2007,217953.694371325
4301,60,14175,1Fam,7,5,3,0,5,1999,630,4,GasA,Y,1686,0,2007,194292.957339139
4302,21,13891,1Fam,7,5,2,0,7,1988,777,5,GasW,Y,1632,0,2007,196156.306003703
4303,,8125,Twnhs,7,5,2,0,6,1958,738,4,GasA,Y,2728,0,2008,188837.127861203
4304,90,8777,1Fam,4,8,1,0,12,1958,721,3,GasA,Y,2640,0,2010,195569.370324449
4305,60,10142,1Fam,6,4,3,1,7,1959,768,3,GasA,N,1217,0,2009,135026.277653056
4306,74,7800,1Fam,5,5,1,1,5,1939,2444,3,GasA,Y,1110,0,2008,163002.487432492
4307,86,13693,Twnhs,7,5,2,1,7,2003,1368,2,GasA,Y,1743,0,2008,220553.794442705
4308,60,3880,1Fam,7,3,1,0,11,1936,1869,4,GasA,Y,2414,0,2007,229654.563047206
4309,105,10140,1Fam,4,7,2,0,3,1948,1157,3,GasA,Y,1710,0,2007,185738.609372322
4310,56,11625,1Fam,7,6,2,1,7,1960,941,3,GasA,Y,1928,0,2006,184598.246631851
4311,74,8400,1Fam,5,5,2,1,7,1963,1391,2,GasA,Y,2022,0,2008,175533.164945235
4312,60,5500,2fmCon,2,5,1,1,8,1966,105,1,GasA,Y,1086,0,2006,136581.560136534
4313,,3182,1Fam,7,5,2,0,6,2003,1700,3,GasA,Y,1056,0,2006,234123.130502901
4314,79,10800,1Fam,7,5,1,0,6,1950,1050,4,GasA,N,864,0,2009,114204.583051252
4315,34,7861,TwnhsE,5,5,2,0,8,1999,1204,2,GasA,Y,848,0,2009,165351.657411991
4316,85,10134,1Fam,7,6,2,1,7,2006,907,3,GasA,Y,902,0,2008,189562.897334685
4317,,9170,1Fam,6,4,2,1,6,1921,855,1,GasA,Y,2031,0,2008,178739.169108239
4318,60,10593,1Fam,5,5,1,0,4,1953,832,3,GasA,Y,1838,0,2009,155832.107896154
4319,80,215245,1Fam,4,7,2,1,8,2002,1610,2,GasA,N,1086,0,2006,165939.451308459
4320,59,13517,1Fam,6,5,2,0,5,1923,972,3,GasA,Y,768,0,2007,122532.271421932
4321,94,7060,2fmCon,8,5,1,1,5,1936,561,3,GasW,Y,1181,0,2006,133058.921898308
4322,60,12822,1Fam,9,6,2,0,4,2002,1064,3,GasA,Y,1686,0,2006,263784.923573154
4323,107,8393,1Fam,6,5,2,1,5,1960,576,3,GasA,Y,1724,0,2007,168656.599073054
4324,55,3880,1Fam,7,8,1,0,6,1996,0,2,GasA,Y,1352,0,2007,148370.756973041
4325,65,8000,1Fam,5,5,2,1,8,1920,1337,3,GasA,Y,1198,0,2007,147381.062651536
4326,94,9965,TwnhsE,7,5,1,0,5,1931,1704,3,GasA,Y,768,0,2008,185381.728062914
4327,50,11248,1Fam,8,5,2,1,7,2004,1575,3,GasA,Y,1253,0,2007,261428.254591068
